bin.chrom	bin.start	bin.end	window
chr16	17855092	18255730	400639
chr16	18255731	19130557	874827
chr16	20489845	20892432	402588
chr16	21242639	21959903	717265
chr16	22296544	22804363	507820
chr16	28116476	28601358	484883
chr16	28601359	29265695	664337
chr16	29265696	29924218	658523
chr16	29924219	30422317	498099
chr16	31895630	32888576	992947
chr16	32888577	34002233	1113657
chr16	34002234	34529880	527647
chr16	35208767	46747945	11539179
chr16	69822706	70378385	555680
chr16	70739407	71357968	618562
chr16	74339719	74787120	447402
chr17	0	458936	458937
chr17	15326514	15872314	545801
chr17	16592784	17067423	474640
chr17	18074321	18767911	693591
chr17	18767912	19310551	542640
chr17	20017829	20641741	623913
chr17	21374155	21946217	572063
chr17	21946218	25397061	3450844
chr17	28861004	29332981	471978
chr17	30036942	30485237	448296
chr17	34478365	35126475	648111
chr17	36130865	36663197	532333
chr17	43355124	43822804	467681
chr17	44147919	44917333	769415
chr17	45299673	45733603	433931
chr17	57727632	58142293	414662
chr17	60253318	60738447	485130
chr17	62473913	62944565	470653
chr17	77400941	77874049	473109
chr18	0	422691	422692
chr18	12009172	12409911	400740
chr18	14100759	14897326	796568
chr18	14897327	18639364	3742038
chr18	51727503	52214792	487290
chr19	0	619898	619899
chr19	7132558	7587956	455399
chr19	8312083	8764417	452335
chr19	8764418	9166900	402483
chr19	20171125	20653830	482706
chr19	24492632	28025046	3532415
chr19	36727529	37139167	411639
chr19	42975317	43447213	471897
chr19	43447214	43994967	547754
chr19	48295035	48715453	420419
chr19	50563802	50978539	414738
chr19	54999415	55509156	509742
chr20	0	408362	408363
chr20	25615741	26262347	646607
chr20	26262348	29983090	3720743
chr20	60865288	61276455	411168
chr20	62588524	63025519	436996
chr21	0	10903701	10903702
chr21	10903702	15170371	4266670
chr21	15170372	15658887	488516
chr21	29249735	29653311	403577
chr21	44409970	44816631	406662
chr22	0	17434015	17434016
chr22	18517584	19109121	591538
chr22	20106332	20839230	732899
chr22	21215161	21979582	764422
chr22	24162322	24555779	393458
chr22	50851795	51304565	452771
chrX	0	605421	605422
chrX	996723	1635395	638673
chrX	2038281	2460817	422537
chrX	3540780	4009069	468290
chrX	36879525	37283484	403960
chrX	47775185	48301972	526788
chrX	49033561	49566514	532954
chrX	51329312	51725711	396400
chrX	51725712	52667414	941703
chrX	52667415	53248466	581052
chrX	58211744	61728244	3516501
chrX	62114128	62599888	485761
chrX	70895219	71359187	463969
chrX	71702812	72308521	605710
chrX	76533552	76943938	410387
chrX	88297412	88993991	696580
chrX	88993992	89832364	838373
chrX	89832365	90541454	709090
chrX	90541455	91164512	623058
chrX	91164513	92018780	854268
chrX	92018781	92582150	563370
chrX	101373993	102004756	630764
chrX	119763259	120226627	463369
chrX	134075186	134503887	428702
chrX	134503888	134907211	403324
chrX	134907212	135301640	394429
chrX	140031765	140518649	486885
chrX	140518650	140997560	478911
chrX	143000631	143445776	445146
chrX	148436565	148899999	463435
chrX	148900000	149361237	461238
chrX	151685607	152113414	427808
chrX	152113415	152676965	563551
chrX	153331885	153835261	503377
chrX	154232245	154639928	407684
chrX	154639929	155054696	414768
chrY	0	3155079	3155080
chrY	3155080	4146621	991542
chrY	4146622	5225861	1079240
chrY	5225862	6451547	1225686
chrY	6451548	6922725	471178
chrY	7295469	7703590	408122
chrY	8686339	9130420	444082
chrY	9130421	9966715	836295
chrY	9966716	13636123	3669408
chrY	13636124	14142053	505930
chrY	15934337	16372722	438386
chrY	18136586	18689718	553133
chrY	19378900	21132022	1753123
chrY	22170868	22773714	602847
chrY	23503118	24366311	863194
chrY	24366312	28718776	4352465
