bin.chrom	bin.start	bin.end	bin.length	gene.count	cgi.count	dist.telomere	gc.content
chr1	6402789	6528720	125932	5	9	6465086	0.553886224311527
chr1	6528721	6646101	117381	3	6	6584379	0.539644405823438
chr1	6646102	6759913	113812	4	5	6701963	0.499666116050977
chr1	6759914	6877286	117373	1	2	6821939	0.458435926490668
chr1	6877287	6983037	105751	0	0	6930938	0.425575171865568
chr1	6983038	7088625	105588	0	1	7035523	0.490112512785142
chr1	7088626	7194329	105704	0	1	7141152	0.478250586543092
chr1	7194330	7301990	107661	0	0	7248119	0.450859642767969
chr1	7301991	7407623	105633	0	0	7355415	0.443232701901919
chr1	7407624	7517989	110366	0	0	7461188	0.506496565971126
chr1	7517990	7622683	104694	0	0	7569546	0.533621793035186
chr1	7622684	7733632	110949	0	1	7681358	0.537751579554536
chr1	7733633	7841260	107628	1	3	7786638	0.461859367450763
chr1	7841261	7952694	111434	2	3	7895829	0.430999515408413
chr1	7952695	8072428	119734	3	3	8011766	0.452260844872859
chr1	8072429	8187516	115088	0	1	8130107	0.431469831780829
chr1	8187517	8306736	119220	0	2	8246644	0.47505452105345
chr1	8306737	8423408	116672	2	7	8368539	0.495551631925466
chr1	8423409	8531462	108054	0	1	8477133	0.442334388361445
chr1	8531463	8643094	111632	0	0	8588872	0.405725956715365
chr1	8643095	8759015	115921	0	0	8702745	0.401506198186516
chr1	8759016	8873156	114141	0	1	8814629	0.412218221322937
chr1	8873157	8997861	124705	1	3	8932603	0.476500541277721
chr1	8997862	9116094	118233	3	1	9058863	0.486708448571975
chr1	9116095	9234461	118367	2	2	9175357	0.49249368489527
chr1	9234462	9344867	110406	1	5	9291637	0.511584515334126
chr1	9344868	9453049	108182	1	2	9398767	0.53703018986505
chr1	9453050	9571655	118606	0	2	9510437	0.499392948080438
chr1	9571656	9694966	123311	2	4	9637133	0.505640210524328
chr1	9694967	9814156	119190	3	5	9755955	0.507660038593883
chr1	9814157	9934062	119906	1	2	9876920	0.490142278117752
chr1	9934063	10063072	129010	3	4	9995513	0.475001937833956
chr1	10063073	10187900	124828	1	1	10128873	0.44705514788373
chr1	10187901	10312561	124661	1	1	10249225	0.44419666134555
chr1	10312562	10425794	113233	0	1	10368430	0.408732436657257
chr1	10425795	10550781	124987	6	4	10488204	0.476209525790797
chr1	10550782	10661526	110745	0	0	10604532	0.435080590545524
chr1	10661527	10763531	102005	1	11	10713330	0.569540708789095
chr1	10763532	10868839	105308	0	2	10816520	0.539560147377194
chr1	10868840	10977431	108592	0	1	10922938	0.529090540739244
chr1	10977432	11100662	123231	3	1	11035651	0.490420429924409
chr1	11100663	11218939	118277	3	2	11162465	0.477286370131059
chr1	11218940	11338927	119988	2	2	11278670	0.446436310297663
chr1	11338928	11454252	115325	0	0	11397167	0.50756557554721
chr1	11454253	11563057	108805	1	2	11510737	0.51123569688901
chr1	11563058	11670981	107924	0	2	11616763	0.507310700122275
chr1	11670982	11784383	113402	5	7	11726876	0.534196927743674
chr1	11784384	11896295	111912	3	3	11840952	0.516754235470993
chr1	11896296	12015124	118829	5	4	11952067	0.515842092418754
chr1	12015125	12134033	118909	3	3	12074814	0.521516453758612
chr1	12134034	12246873	112840	1	1	12192985	0.51554413328629
chr1	12246874	12359569	112696	1	3	12304090	0.461453822673302
chr1	12359570	12470855	111286	0	0	12414426	0.410806390740912
chr1	12470856	12576093	105238	2	0	12523653	0.437494061080298
chr1	12576094	12687496	111403	1	3	12633367	0.507625467895522
chr1	12687497	12804212	116716	2	0	12745451	0.448259021899273
chr1	12804213	13189333	385121	15	0	12870263	0.454101748811377
chr1	13189334	13881621	692288	12	2	13824109	0.468251491140832
chr1	13881622	14004077	122456	1	2	13942335	0.446870712745894
chr1	14004078	14110989	106912	1	2	14058838	0.412311059563139
chr1	14110990	14220484	109495	0	1	14163785	0.453317503082728
chr1	14220485	14330017	109533	0	0	14274364	0.432015922142001
chr1	14330018	14436688	106671	0	0	14384214	0.426029567548455
chr1	14436689	14543325	106637	0	0	14490647	0.425705899453332
chr1	14543326	14650805	107480	0	0	14596380	0.412634908820517
chr1	14650806	14766827	116022	0	0	14707916	0.429004843908673
chr1	14766828	14874337	107510	0	0	14820457	0.433252720677038
chr1	14874338	14980605	106268	1	1	14927650	0.451255316746211
chr1	14980606	15086148	105543	0	0	15033584	0.470035909534829
chr1	15086149	15193698	107550	0	1	15140109	0.483951650394814
chr1	15193699	15303906	110208	0	1	15249494	0.502595092915264
chr1	15303907	15414162	110256	0	1	15360112	0.517804019736169
chr1	15414163	15522385	108223	2	1	15467419	0.492760318970875
chr1	15522386	15633594	111209	1	2	15576422	0.45999874110928
chr1	15633595	15743198	109604	1	1	15687619	0.494507499726486
chr1	15743199	15862193	118995	5	3	15803184	0.493785453170175
chr1	15862194	15983257	121064	2	3	15923419	0.448646996629665
chr1	15983258	16100191	116934	5	6	16043035	0.518403543879229
chr1	16100192	16228898	128707	3	4	16167797	0.46250786670485
chr1	16228899	16339681	110783	2	4	16282754	0.481418629212085
chr1	16339682	16460783	121102	5	1	16402509	0.562699212234335
chr1	16460784	16570981	110198	2	8	16515780	0.545327501406403
chr1	16570982	16695949	124968	2	2	16630303	0.445017924588434
chr1	16695950	16819157	123208	3	2	16755897	0.496615479514402
chr1	16819158	17056655	237498	5	16	16949551	0.482387220103171
chr1	17056656	17322923	266268	4	14	17257431	0.49406763272751
chr1	17322924	17435203	112280	2	3	17379515	0.49173494834316
chr1	17435204	17543524	108321	1	2	17489773	0.490643550188446
chr1	17543525	17653171	109647	2	0	17596821	0.501773874342389
chr1	17653172	17766646	113475	2	3	17710913	0.51349636483829
chr1	17766647	17893938	127292	1	1	17836607	0.499292964207927
chr1	17893939	17998481	104543	0	1	17946669	0.550261614838134
chr1	17998482	18103597	105116	1	1	18051045	0.520291868031857
chr1	18103598	18209856	106259	0	1	18157077	0.481370989751189
chr1	18209857	18314264	104408	0	0	18261423	0.481658493601811
chr1	18314265	18418111	103847	0	0	18366274	0.484674569318172
chr1	18418112	18522875	104764	1	3	18470625	0.504973082356638
chr1	18522876	18625925	103050	0	0	18574328	0.49424551188747
chr1	18625926	18728471	102546	0	2	18677004	0.496099311528612
chr1	18728472	18834912	106441	1	1	18781396	0.469480745201502
chr1	18834913	18942362	107450	0	0	18887271	0.47965565379246
chr1	18942363	19047906	105544	1	8	18994320	0.519508451451789
chr1	19047907	19153081	105175	0	1	19099910	0.49819824102673
chr1	19153082	19257199	104118	3	4	19204687	0.530206112295685
chr1	19257200	19364892	107693	0	1	19309940	0.482881895759254
chr1	19364893	19469167	104275	1	0	19417967	0.485696475665048
chr1	19469168	19577977	108810	1	2	19521834	0.434233985846881
chr1	19577978	19692839	114862	7	4	19638654	0.514417300760858
chr1	19692840	19799075	106236	0	0	19745210	0.481399902104642
chr1	19799076	19920720	121645	0	1	19857291	0.459607875374934
chr1	19920721	20033344	112624	5	4	19977212	0.494015485154138
chr1	20033345	20144327	110983	1	1	20088466	0.484840020543488
chr1	20144328	20257153	112826	2	1	20203237	0.434022299824493
chr1	20257154	20378946	121793	1	0	20313148	0.431034624321606
chr1	20378947	20488278	109332	3	0	20432910	0.481771119160225
chr1	20488279	20593918	105640	2	2	20539897	0.468165467625995
chr1	20593919	20698261	104343	2	2	20645856	0.500934418217049
chr1	20698262	20803449	105188	0	0	20749993	0.484475415446505
chr1	20803450	20917169	113720	4	3	20859544	0.486308476960773
chr1	20917170	21033854	116685	3	4	20976379	0.501983973946968
chr1	21033855	21148241	114387	3	3	21088775	0.461914378382117
chr1	21148242	21260737	112496	0	0	21206008	0.384467003270907
chr1	21260738	21369932	109195	0	0	21314974	0.385521315078624
chr1	21369933	21485759	115827	0	0	21428555	0.393906429415984
chr1	21485760	21605606	119847	1	2	21548805	0.488614650346058
chr1	21605607	21722884	117278	0	2	21660876	0.506531489281783
chr1	21722885	21868788	145904	2	5	21805178	0.469822623094511
chr1	21868789	21977229	108441	1	2	21924569	0.549976484908998
chr1	21977230	22087681	110452	1	4	22031535	0.441648861043986
chr1	22087682	22206877	119196	2	5	22151399	0.522383301452914
chr1	22206878	22345438	138561	2	2	22261048	0.521452645405615
chr1	22345439	22461667	116229	3	4	22407925	0.464496812327526
chr1	22461668	22569195	107528	0	1	22515484	0.514442749795381
chr1	22569196	22674574	105379	0	2	22620530	0.505641541483988
chr1	22674575	22783255	108681	1	1	22727761	0.463650500087251
chr1	22783256	22887464	104209	0	0	22835443	0.458482472723134
chr1	22887465	22991328	103864	4	5	22938699	0.537837941924008
chr1	22991329	23098161	106833	1	2	23045427	0.508775378394476
chr1	23098162	23202358	104197	1	1	23149567	0.517702045164457
chr1	23202359	23314117	111759	0	1	23255686	0.492559883320509
chr1	23314118	23426967	112850	3	1	23374481	0.414417368187687
chr1	23426968	23542472	115505	1	1	23483455	0.446041296913657
chr1	23542473	23658162	115690	1	1	23603517	0.427037773359748
chr1	23658163	23773778	115616	4	4	23717496	0.478212358151185
chr1	23773779	23889999	116221	2	5	23833155	0.495702153655208
chr1	23890000	24008679	118680	1	2	23946343	0.485060667340747
chr1	24008680	24130790	122111	6	5	24073247	0.476247021152541
chr1	24130791	24255577	124787	2	2	24194290	0.467204115813147
chr1	24255578	24465937	210360	4	2	24412703	0.471933827723629
chr1	24465938	24578323	112386	2	1	24521684	0.479881835816108
chr1	24578324	24687364	109041	2	1	24635821	0.47742592235948
chr1	24687365	24794007	106643	1	2	24740273	0.441257278958684
chr1	24794008	24907897	113890	2	2	24851199	0.453753621915917
chr1	24907898	25026509	118612	1	1	24967502	0.44408660169277
chr1	25026510	25150125	123616	1	1	25089220	0.44774948226799
chr1	25150126	25259916	109791	1	4	25207426	0.487025348161262
chr1	25259917	25362351	102435	0	0	25310722	0.526206862888679
chr1	25362352	25470943	108592	0	0	25416103	0.495156180933736
chr1	25470944	25586165	115222	2	3	25526852	0.455781014042496
chr1	25586166	25788206	202041	4	5	25705603	0.451611306615522
chr1	25788207	25901633	113427	1	1	25849490	0.483059588987132
chr1	25901634	26014449	112816	1	2	25960078	0.471865692809642
chr1	26014450	26121895	107446	0	1	26068850	0.504048545315742
chr1	26121896	26232905	111010	7	4	26175791	0.493387983064728
chr1	26232906	26348658	115753	2	2	26292247	0.47059687437903
chr1	26348659	26461785	113127	3	3	26403339	0.480928513971065
chr1	26461786	26579688	117903	5	5	26519849	0.492939110963802
chr1	26579689	26693065	113377	5	5	26635249	0.517335967612904
chr1	26693066	26814477	121412	3	3	26753264	0.467194346522785
chr1	26814478	26937232	122755	2	2	26875322	0.496517453464401
chr1	26937233	27061300	124068	1	2	27005314	0.448987651932878
chr1	27061301	27180600	119300	2	3	27117125	0.485649622799407
chr1	27180601	27301851	121251	6	6	27240545	0.49759589611663
chr1	27301852	27426381	124530	3	3	27362557	0.505356139083086
chr1	27426382	27549665	123284	0	2	27480865	0.48663249083395
chr1	27549666	27670116	120451	4	2	27612154	0.475047944807538
chr1	27670117	27785217	115101	5	6	27726404	0.504713251839692
chr1	27785218	27900573	115356	1	4	27848504	0.512361732376293
chr1	27900574	28012249	111676	2	7	27953083	0.51989684444329
chr1	28012250	28132767	120518	2	2	28073640	0.432748635058793
chr1	28132768	28257750	124983	4	3	28196831	0.46807965883361
chr1	28257751	28371532	113782	3	2	28314749	0.440526621082428
chr1	28371533	28491043	119511	2	1	28430968	0.430680021085728
chr1	28491044	28612353	121310	3	4	28552493	0.466383645206781
chr1	28612354	28744701	132348	2	2	28678486	0.447078913168387
chr1	28744702	28868548	123847	2	2	28805106	0.450442885172565
chr1	28868549	29006011	137463	10	4	28937744	0.478085011966606
chr1	29006012	29132362	126351	1	2	29071607	0.455730465132875
chr1	29132363	29251997	119635	2	4	29192199	0.494027667488697
chr1	29251998	29368886	116889	0	0	29310381	0.400157414299015
chr1	29368887	29489650	120764	2	2	29428417	0.448047431353746
chr1	29489651	29602186	112536	2	5	29547841	0.48257446505999
chr1	29602187	29710614	108428	0	0	29655693	0.497878776699657
chr1	29710615	29819477	108863	0	1	29766824	0.487116834921162
chr1	29819478	30073160	253683	0	0	29871261	0.489357764078583
chr1	30073161	30178592	105432	0	0	30125615	0.468548448289033
chr1	30178593	30286125	107533	0	0	30231899	0.483730575730472
chr1	30286126	30389112	102987	0	0	30336876	0.46552477497144
chr1	30389113	30495853	106741	0	0	30441269	0.474859707141298
chr1	30495854	30599091	103238	0	0	30546876	0.49854704662989
chr1	30599092	30708251	109160	0	0	30653344	0.459802125320414
chr1	30708252	30811978	103727	0	0	30760057	0.486883839309009
chr1	30811979	30924455	112477	0	0	30866032	0.472629959903244
chr1	30924456	31039597	115142	0	0	30987101	0.469455107606271
chr1	31039598	31149500	109903	0	0	31096589	0.473644941447953
chr1	31149501	31252331	102831	3	5	31200734	0.529674903482289
chr1	31252332	31359926	107595	1	1	31307011	0.510748640736384
chr1	31359927	31469717	109791	5	2	31415281	0.448971227149691
chr1	31469718	31591439	121722	0	1	31527364	0.433545291730096
chr1	31591440	31718125	126686	1	3	31658155	0.49456135642448
chr1	31718126	31831888	113763	2	1	31776301	0.422457213681186
chr1	31831889	31944690	112802	2	1	31887834	0.48134784844231
chr1	31944691	32061569	116879	3	2	32005536	0.46154570111001
chr1	32061570	32165262	103693	3	2	32114381	0.516177562612769
chr1	32165263	32267225	101963	3	8	32216539	0.557878838402034
chr1	32267226	32383990	116765	1	0	32324562	0.441716267717331
chr1	32383991	32506447	122457	1	3	32445734	0.452199547596205
chr1	32506448	32629762	123315	2	2	32568262	0.455670437497401
chr1	32629763	32747341	117579	9	7	32686081	0.505251788159373
chr1	32747342	32864089	116748	5	5	32807086	0.494295405488548
chr1	32864090	32991709	127620	1	3	32929856	0.453588779188017
chr1	32991710	33119196	127487	3	2	33054770	0.442641210476215
chr1	33119197	33243237	124041	3	4	33183286	0.499528381744578
chr1	33243238	33358777	115540	3	3	33303227	0.464774104206409
chr1	33358778	33475349	116572	3	3	33416033	0.477447414473882
chr1	33475350	33593514	118165	1	4	33537761	0.462945880759959
chr1	33593515	33705952	112438	1	3	33646982	0.463028513491969
chr1	33705953	33814261	108309	3	4	33760682	0.497881062515898
chr1	33814262	33920793	106532	0	3	33866468	0.443162617804899
chr1	33920794	34026923	106130	2	1	33973318	0.450730236502339
chr1	34026924	34130568	103645	0	2	34079087	0.453461334362747
chr1	34130569	34239764	109196	0	0	34187710	0.437589288984879
chr1	34239765	34347190	107426	1	0	34290762	0.456463053636798
chr1	34347191	34451064	103874	0	0	34400363	0.466276450314898
chr1	34451065	34557316	106252	0	0	34502397	0.448499792944904
chr1	34557317	34666698	109382	1	2	34615425	0.46119105520074
chr1	34666699	34776308	109610	0	0	34724800	0.423766079737306
chr1	34776309	34878702	102394	0	0	34827539	0.42765201085983
chr1	34878703	34982440	103738	0	0	34929508	0.435578090960076
chr1	34982441	35094408	111968	0	0	35042023	0.438071591883461
chr1	35094409	35202041	107633	0	0	35150173	0.453132403630867
chr1	35202042	35307400	105359	4	4	35253438	0.482901318349539
chr1	35307401	35412761	105361	2	5	35360233	0.474758212241671
chr1	35412762	35535810	123049	2	3	35473504	0.414298368942277
chr1	35535811	35666357	130547	2	3	35601726	0.4301515929128
chr1	35666358	35786255	119898	1	1	35728884	0.416579092228392
chr1	35786256	35898824	112569	0	0	35841924	0.382663077756781
chr1	35898825	36010580	111756	1	0	35953938	0.418393643294208
chr1	36010581	36119946	109366	3	4	36064002	0.456906168278984
chr1	36119947	36234870	114924	2	2	36177811	0.454065295325811
chr1	36234871	36355143	120273	2	3	36297124	0.437787367073242
chr1	36355144	36466458	111315	1	1	36409874	0.401877554687213
chr1	36466459	36582758	116300	3	2	36525959	0.447901977643739
chr1	36582759	36703444	120686	3	6	36639250	0.504789287903972
chr1	36703445	36820286	116842	3	3	36764683	0.480221153352372
chr1	36820287	36935696	115410	4	4	36878224	0.482705138203048
chr1	36935697	37046020	110324	0	0	36992975	0.486168014212561
chr1	37046021	37151154	105134	0	0	37097651	0.484343789830032
chr1	37151155	37256207	105053	0	0	37203413	0.483546400388353
chr1	37256208	37357647	101440	1	0	37307303	0.506210567823142
chr1	37357648	37460900	103253	0	0	37409360	0.486571818736232
chr1	37460901	37564919	104019	0	1	37512312	0.498966534959935
chr1	37564920	37668726	103807	1	0	37616287	0.447898503954142
chr1	37668727	37777050	108324	0	0	37726004	0.460950481887661
chr1	37777051	37889988	112938	0	1	37829870	0.472391931856208
chr1	37889989	38005971	115983	3	2	37945799	0.481725770155759
chr1	38005972	38116761	110790	3	4	38062407	0.468869031500639
chr1	38116762	38226170	109409	3	5	38171184	0.494776480911172
chr1	38226171	38339642	113472	5	5	38282706	0.464202622673421
chr1	38339643	38470347	130705	2	3	38407150	0.471917677211799
chr1	38470348	38577515	107168	3	3	38524677	0.502790011943844
chr1	38577516	38684047	106532	0	0	38631254	0.485206322982554
chr1	38684048	38788449	104402	0	0	38736014	0.45026915193173
chr1	38788450	38898119	109670	0	0	38839911	0.421993252484582
chr1	38898120	39004240	106121	0	1	38951841	0.436727886092235
chr1	39004241	39113827	109587	0	1	39055498	0.457125388960112
chr1	39113828	39219655	105828	0	1	39166946	0.441036398684743
chr1	39219656	39331612	111957	3	3	39276534	0.446653625945751
chr1	39331613	39461290	129678	3	2	39395425	0.450215148290403
chr1	39461291	39587634	126344	2	2	39526829	0.461723548407383
chr1	39587635	39703957	116323	0	0	39644808	0.430525347523953
chr1	39703958	39814979	111022	0	0	39759656	0.409180162490386
chr1	39814980	39927000	112021	1	1	39872805	0.418332276983404
chr1	39927001	40057076	130076	4	3	39996945	0.486138872659144
chr1	40057077	40167934	110858	3	4	40114885	0.502949719460994
chr1	40167935	40296662	128728	3	3	40222926	0.478365235225145
chr1	40296663	40412484	115822	2	2	40353259	0.457253371552674
chr1	40412485	40532443	119959	2	2	40474109	0.453788377695632
chr1	40532444	40648791	116348	2	3	40590559	0.417781139340514
chr1	40648792	40763442	114651	2	2	40705209	0.406738711393946
chr1	40763443	40881512	118070	2	5	40821320	0.449208096891516
chr1	40881513	40998491	116979	4	4	40938497	0.41973345643233
chr1	40998492	41117598	119107	1	0	41061972	0.443894985181266
chr1	41117599	41228183	110585	4	3	41173551	0.442329429849976
chr1	41228184	41333961	105778	2	6	41280975	0.5254211650813
chr1	41333962	41449029	115068	1	2	41390102	0.465159731636593
chr1	41449030	41561968	112939	2	1	41502025	0.439219401623958
chr1	41561969	41679710	117742	0	0	41617494	0.382497324659337
chr1	41679711	41786657	106947	0	1	41734249	0.436711642215537
chr1	41786658	41890142	103485	0	4	41839206	0.521698796927024
chr1	41890143	41991604	101462	2	2	41941416	0.53180501074305
chr1	41991605	42099473	107869	0	0	42048054	0.486506781373725
chr1	42099474	42201133	101660	0	1	42150298	0.495563643517736
chr1	42201134	42305380	104247	0	0	42253752	0.468771283585811
chr1	42305381	42409255	103875	0	1	42358041	0.433347773766567
chr1	42409256	42522403	113148	0	1	42469936	0.419547848835226
chr1	42522404	42634477	112074	2	1	42582146	0.423032996056109
chr1	42634478	42746255	111778	1	0	42686835	0.392232818622538
chr1	42746256	42856258	110003	1	2	42799797	0.408634309973413
chr1	42856259	42965554	109296	2	2	42910520	0.413866930171025
chr1	42965555	43079513	113959	1	0	43022062	0.392237559122036
chr1	43079514	43195686	116173	2	2	43138743	0.420416103570008
chr1	43195687	43306675	110989	5	4	43251379	0.467217472001539
chr1	43306676	43418098	111423	2	5	43365034	0.454232968058541
chr1	43418099	43532157	114059	1	2	43475926	0.48425814709949
chr1	43532158	43654701	122544	3	3	43600092	0.428523632328071
chr1	43654702	43765669	110968	2	1	43709360	0.463737293633961
chr1	43765670	43876580	110911	6	6	43820713	0.488391593259464
chr1	43876581	43986399	109819	2	1	43930003	0.472750616924615
chr1	43986400	44089300	102901	1	5	44038211	0.554241455379847
chr1	44089301	44205688	116388	3	2	44149837	0.458586795889969
chr1	44205689	44313911	108223	0	0	44260869	0.41775777792146
chr1	44313912	44422090	108179	2	3	44367356	0.49077917155815
chr1	44422091	44528285	106195	5	5	44473521	0.530185036960417
chr1	44528286	44643212	114927	1	1	44585471	0.433283736632754
chr1	44643213	44749843	106631	2	1	44699045	0.465071133160263
chr1	44749844	44854924	105081	0	1	44800832	0.460568513813152
chr1	44854925	44964718	109794	1	2	44907849	0.429112701968931
chr1	44964719	45073418	108700	0	0	45019054	0.483173873045289
chr1	45073419	45183708	110290	2	4	45125485	0.496264393870614
chr1	45183709	45305207	121499	11	8	45246662	0.507493888838543
chr1	45305208	45425584	120377	1	1	45363764	0.43239156981803
chr1	45425585	45544477	118893	3	2	45484142	0.437889530922519
chr1	45544478	45672048	127571	0	1	45606605	0.398585885506819
chr1	45672049	45796202	124154	3	2	45730074	0.440130805290129
chr1	45796203	45914159	117957	2	1	45853197	0.433047636002893
chr1	45914160	46041215	127056	4	4	45975584	0.456924505729997
chr1	46041216	46156652	115437	5	3	46101454	0.431040307700219
chr1	46156653	46285116	128464	2	2	46221739	0.432813862249074
chr1	46285117	46398422	113306	0	0	46342317	0.393589042062831
chr1	46398423	46512666	114244	1	0	46456671	0.428959070060595
chr1	46512667	46627042	114376	0	1	46570658	0.412026998671483
chr1	46627043	46744715	117673	5	3	46683939	0.488897198167704
chr1	46744716	46873014	128299	3	3	46809309	0.47223283112112
chr1	46873015	46979696	106682	1	5	46926384	0.530239403086077
chr1	46979697	47085895	106199	3	5	47032155	0.505908718538204
chr1	47085896	47195721	109826	3	2	47141525	0.420656310891836
chr1	47195722	47330272	134551	2	0	47257589	0.423259581868885
chr1	47330273	47493487	163215	2	1	47425675	0.416132095701817
chr1	47493488	47657838	164351	3	0	47579122	0.416322383191773
chr1	47657839	47769536	111698	2	2	47710525	0.444421565292295
chr1	47769537	47889314	119778	2	3	47833397	0.446517724456787
chr1	47889315	47994213	104899	2	6	47942328	0.483159991992683
chr1	47994214	48100650	106437	0	2	48046775	0.472495466801664
chr1	48100651	48203464	102814	0	2	48151835	0.474701888847617
chr1	48203465	48304760	101296	1	0	48254449	0.503317011530589
chr1	48304761	48406576	101816	0	0	48355945	0.479472774416661
chr1	48406577	48514254	107678	0	3	48462233	0.46179349542131
chr1	48514255	48629587	115333	1	0	48566983	0.42003589605763
chr1	48629588	48741904	112317	1	0	48689289	0.428430246534684
chr1	48741905	48866774	124870	1	0	48807076	0.37582285577007
chr1	48866775	48983808	117034	0	1	48924579	0.391031666011484
chr1	48983809	49089068	105260	1	0	49036542	0.43549306479213
chr1	49089069	49190138	101070	0	0	49139318	0.453566834866622
chr1	49190139	49293914	103776	1	1	49240547	0.425368100524387
chr1	49293915	49397330	103416	0	1	49344924	0.396698770015877
chr1	49397331	49506045	108715	0	0	49448691	0.397930368394678
chr1	49506046	49622701	116656	0	0	49564586	0.388604100946764
chr1	49622702	49734023	111322	0	0	49676288	0.379314061910204
chr1	49734024	49848369	114346	0	0	49793110	0.382077204274566
chr1	49848370	49955027	106658	0	0	49900890	0.367623619418982
chr1	49955028	50077374	122347	0	0	50011809	0.382445012954923
chr1	50077375	50191567	114193	0	0	50135331	0.360039582111143
chr1	50191568	50308826	117259	0	0	50250261	0.367988811093453
chr1	50308827	50435425	126599	0	0	50370392	0.37022409339695
chr1	50435426	50542001	106576	1	2	50490123	0.382853550518125
chr1	50542002	50646721	104720	0	0	50593674	0.395263559969408
chr1	50646722	50751936	105215	0	0	50698596	0.436848358123502
chr1	50751937	50862995	111059	0	1	50804406	0.442836690407473
chr1	50862996	50969448	106453	2	7	50916402	0.419433928588147
chr1	50969449	51078268	108820	0	0	51024695	0.372358022422264
chr1	51078269	51195723	117455	0	0	51136361	0.391205142394922
chr1	51195724	51309536	113813	0	0	51255288	0.373788583026631
chr1	51309537	51432306	122770	0	1	51370161	0.388653579865151
chr1	51432307	51545752	113446	1	2	51488715	0.391375632459604
chr1	51545753	51660922	115170	1	0	51602706	0.396127463749074
chr1	51660923	51777320	116398	2	1	51722106	0.446519699650794
chr1	51777321	51892486	115166	1	2	51831553	0.426349790737166
chr1	51892487	52007359	114873	0	1	51951211	0.385591044022399
chr1	52007360	52120374	113015	1	0	52065480	0.422404105649513
chr1	52120375	52230390	110016	0	1	52176544	0.386507417102568
chr1	52230391	52339442	109052	2	0	52284281	0.390666837838778
chr1	52339443	52451157	111715	1	1	52395805	0.437157051425385
chr1	52451158	52572072	120915	3	4	52511144	0.436422280114424
chr1	52572073	52698077	126005	1	1	52632418	0.420713463751526
chr1	52698078	52813775	115698	0	0	52754222	0.401821984822579
chr1	52813776	52927711	113936	4	3	52870637	0.432628844263421
chr1	52927712	53039546	111835	0	1	52982168	0.392131264809466
chr1	53039547	53154125	114579	3	2	53096688	0.456322711840893
chr1	53154126	53277294	123169	1	2	53217404	0.42650342212721
