bin.chrom	bin.start	bin.end	window
chr15	30929577	31131944	202368
chr15	31901916	32081068	179153
chr15	32406791	32953667	546877
chr15	34761777	34934033	172257
chr15	43804009	44060328	256320
chr15	82482473	83237782	755310
chr15	84708726	85052319	343594
chr15	85657765	85853881	196117
chr15	102279257	102531391	252135
chr16	0	194057	194058
chr16	2511132	2707543	196412
chr16	14769988	15181665	411678
chr16	15181666	15558679	377014
chr16	16253207	16858217	605011
chr16	18075492	18255730	180239
chr16	18255731	18844092	588362
chr16	20489845	20668642	178798
chr16	21379441	21659093	279653
chr16	21659094	21959903	300810
chr16	22409480	22695947	286468
chr16	28357937	28601358	243422
chr16	28601359	28905436	304078
chr16	29027649	29265695	238047
chr16	29265696	29679005	413310
chr16	30161154	30422317	261164
chr16	31895630	32340629	445000
chr16	32340630	32561311	220682
chr16	32561312	32888576	327265
chr16	32888577	33526811	638235
chr16	33526812	33843973	317162
chr16	34002234	34280002	277769
chr16	35208767	46503810	11295044
chr16	69937283	70185678	248396
chr16	70185679	70378385	192707
chr16	70843139	71246391	403253
chr16	74339719	74532264	192546
chr16	90104086	90354752	250667
chr17	239033	458936	219904
chr17	15453600	15711740	258141
chr17	16592784	16846366	253583
chr17	18184563	18416567	232005
chr17	18416568	18767911	351344
chr17	18886002	19203253	317252
chr17	20128099	20306219	178121
chr17	20306220	20641741	335522
chr17	21518062	21787716	269655
chr17	22216167	25397061	3180895
chr17	28861004	29065189	204186
chr17	30306664	30485237	178574
chr17	34478365	34908138	429774
chr17	36130865	36303404	172540
chr17	36303405	36535412	232008
chr17	43469242	43716551	247310
chr17	44259450	44808093	548644
chr17	45535886	45733603	197718
chr17	57962105	58142293	180189
chr17	60253318	60430102	176785
chr17	60430103	60608227	178125
chr17	62713486	62944565	231080
chr17	77400941	77652084	251144
chr18	0	207643	207644
chr18	12121737	12293359	171623
chr18	14100759	14320491	219733
chr18	14320492	14664475	343984
chr18	14664476	14897326	232851
chr18	15062711	18514291	3451581
chr18	51959077	52214792	255716
chr18	77906374	78077247	170874
chr19	0	372865	372866
chr19	7256132	7468189	212058
chr19	8587754	8764417	176664
chr19	8764418	8933959	169542
chr19	20444021	20653830	209810
chr19	24492632	27750503	3257872
chr19	36727529	36898482	170954
chr19	43211334	43447213	235880
chr19	43447214	43659688	212475
chr19	43659689	43850818	191130
chr19	48295035	48480649	185615
chr19	50563802	50742252	178451
chr19	55127177	55346492	219316
chr20	0	181689	181690
chr20	25753877	26097064	343188
chr20	26262348	29561006	3298659
chr20	29561007	29868183	307177
chr20	61074534	61276455	201922
chr20	62819330	63025519	206190
chr21	0	10462996	10462997
chr21	10462997	10773057	310061
chr21	10903702	11130529	226828
chr21	11130530	14668377	3537848
chr21	14668378	15170371	501994
chr21	15170372	15428327	257956
chr21	29249735	29438498	188764
chr21	44523328	44712674	189347
chr22	0	17024455	17024456
chr22	17024456	17289007	264552
chr22	18635905	18989131	353227
chr22	20214059	20688546	474488
chr22	21454619	21979582	524964
chr22	24276867	24451252	174386
chr22	51079886	51304565	224680
chrX	0	341842	341843
chrX	996723	1350715	353993
chrX	2038281	2218165	179885
chrX	3666969	3902211	235243
chrX	36987078	37175071	187994
chrX	48059253	48301972	242720
chrX	49141783	49454869	313087
chrX	51329312	51499684	170373
chrX	51725712	51912352	186641
chrX	52075855	52667414	591560
chrX	52667415	53013436	346022
chrX	58428306	61728244	3299939
chrX	62233509	62470989	237481
chrX	70895219	71149275	254057
chrX	71929006	72308521	379516
chrX	76533552	76711152	177601
chrX	88406163	88641956	235794
chrX	88641957	88993991	352035
chrX	88993992	89287744	293753
chrX	89287745	89490704	202960
chrX	89490705	89832364	341660
chrX	89832365	90144281	311917
chrX	90144282	90354680	210399
chrX	90354681	90541454	186774
chrX	90659091	90839831	180741
chrX	90839832	91164512	324681
chrX	91164513	91456733	292221
chrX	91456734	91650758	194025
chrX	91650759	92018780	368022
chrX	92018781	92340039	321259
chrX	101373993	101766936	392944
chrX	120000975	120226627	225653
chrX	134192102	134384333	192232
chrX	134716999	134907211	190213
chrX	134907212	135081191	173980
chrX	140031765	140267446	235682
chrX	140518650	140752714	234065
chrX	143109938	143335912	225975
chrX	148709863	148899999	190137
chrX	148900000	149135409	235410
chrX	151805427	152010062	204636
chrX	152226735	152565542	338808
chrX	153331885	153555406	223522
chrX	154466507	154639928	173422
chrX	154639929	154822099	182171
chrY	0	2764745	2764746
chrY	2877580	3155079	277500
chrY	3155080	3513827	358748
chrY	3513828	3831343	317516
chrY	3831344	4146621	315278
chrY	4146622	4485528	338907
chrY	4485529	4858271	372743
chrY	4858272	5225861	367590
chrY	5225862	5586588	360727
chrY	5586589	5929175	342587
chrY	5929176	6451547	522372
chrY	6451548	6689987	238440
chrY	7421472	7597986	176515
chrY	8800389	8975166	174778
chrY	9130421	9463600	333180
chrY	9463601	9842820	379220
chrY	9966716	13201334	3234619
chrY	13201335	13443054	241720
chrY	13443055	13636123	193069
chrY	13636124	13845301	209178
chrY	16075365	16263335	187971
chrY	18253274	18582865	329592
chrY	19492320	20830399	1338080
chrY	20830400	21132022	301623
chrY	22170868	22539936	369069
chrY	23625470	23832976	207507
chrY	23832977	24366311	533335
chrY	24492945	28541924	4048980
chrY	28541925	28718776	176852
chrY	28718777	59373565	30654789
