bin.chrom	bin.start	bin.end	window
chr13	53038091	53361576	323486
chr13	86697930	87067198	369269
chr13	112263017	112620403	357387
chr14	0	20254676	20254677
chr14	106004073	106346281	342209
chr15	0	20607850	20607851
chr15	20607851	22385558	1777708
chr15	22385559	22822436	436878
chr15	23061246	23759947	698702
chr15	24493520	24858316	364797
chr15	28293701	28698536	404836
chr15	28698537	29301821	603285
chr15	30183506	30929576	746071
chr15	30929577	31251673	322097
chr15	32406791	33061913	655123
chr15	34600353	34934033	333681
chr15	43804009	44180753	376745
chr15	82375310	83237782	862473
chr15	84598938	85052319	453382
chr16	0	324164	324165
chr16	14650027	15181665	531639
chr16	15181666	15675645	493980
chr16	16140092	16858217	718126
chr16	18255731	19009705	753975
chr16	20347971	20668642	320672
chr16	21379441	21959903	580463
chr16	22409480	22804363	394884
chr16	28357937	28905436	547500
chr16	28905437	29265695	360259
chr16	29265696	29808115	542420
chr16	30041210	30422317	381108
chr16	31895630	32561311	665682
chr16	32561312	33526811	965500
chr16	33526812	34002233	475422
chr16	34002234	34410498	408265
chr16	35091179	46503810	11412632
chr16	69822706	70185678	362973
chr16	70739407	71246391	506985
chr16	74339719	74672556	332838
chr17	239033	591231	352199
chr17	15326514	15711740	385227
chr17	16470756	16846366	375611
chr17	18184563	18767911	583349
chr17	18767912	19203253	435342
chr17	20128099	20641741	513643
chr17	21374155	21787716	413562
chr17	22088782	25397061	3308280
chr17	28861004	29207972	346969
chr17	30161185	30485237	324053
chr17	34478365	35019978	541614
chr17	36130865	36535412	404548
chr17	43355124	43716551	361428
chr17	44147919	44808093	660175
chr17	60253318	60608227	354910
chr17	62713486	63069227	355742
chr17	77400941	77765844	364904
chr18	14100759	14664475	563717
chr18	14664476	15062710	398235
chr18	15062711	18639364	3576654
chr18	51959077	52325873	366797
chr19	0	497990	497991
chr19	7256132	7587956	331825
chr19	8587754	8933959	346206
chr19	20444021	20790218	346198
chr19	24366238	27750503	3384266
chr19	43093790	43447213	353424
chr19	43447214	43850818	403605
chr19	55127177	55509156	381980
chr19	59040927	59128982	88056
chr20	25615741	26097064	481324
chr20	26097065	29561006	3463942
chr20	29561007	29983090	422084
chr21	0	10773057	10773058
chr21	10773058	11130529	357472
chr21	11130530	15170371	4039842
chr21	15170372	15549570	379199
chr22	0	17289007	17289008
chr22	18517584	18989131	471548
chr22	20106332	20688546	582215
chr22	21454619	22098563	643945
chr22	50965711	51304565	338855
chrX	0	478176	478177
chrX	996723	1508358	511636
chrX	3540780	3902211	361432
chrX	48059253	48418624	359372
chrX	49141783	49566514	424732
chrX	51725712	52075854	350143
chrX	52075855	53013436	937582
chrX	58313359	61728244	3414886
chrX	62233509	62599888	366380
chrX	70774184	71149275	375092
chrX	71817578	72308521	490944
chrX	76390613	76711152	320540
chrX	88406163	88993991	587829
chrX	88993992	89490704	496713
chrX	89490705	90144281	653577
chrX	90144282	90541454	397173
chrX	90839832	91456733	616902
chrX	91456734	92018780	562047
chrX	92018781	92472031	453251
chrX	101253034	101766936	513903
chrX	119879590	120226627	347038
chrX	134716999	135081191	364193
chrX	140031765	140406266	374502
chrX	140406267	140752714	346448
chrX	143000631	143335912	335282
chrX	148709863	149135409	425547
chrX	152113415	152565542	452128
chrX	153219951	153555406	335456
chrX	155180157	155270559	90403
chrY	0	2877579	2877580
chrY	2877580	3513827	636248
chrY	3513828	4146621	632794
chrY	4146622	4858271	711650
chrY	4858272	5586588	728317
chrY	5586589	6451547	864959
chrY	6451548	6807542	355995
chrY	8975167	9463600	488434
chrY	9463601	9966715	503115
chrY	9966716	13443054	3476339
chrY	13443055	13845301	402247
chrY	18253274	18689718	436445
chrY	19378900	20830399	1451500
chrY	20830400	21245343	414944
chrY	22170868	22660896	490029
chrY	23625470	24366311	740842
chrY	24366312	28541924	4175613
chrY	28541925	59373565	30831641
chr6	28558043	28744701	253658
chr6	28793386	29006011	261310
chr6	29027347	29251997	245986
chr6	29272388	29489650	237653
chr6	29489843	29710614	220964
chr6	29711008	30073160	362546
chr6	29945096	30073160	362546
chr6	30168087	30286125	212965
chr6	30392442	30495853	209728
chr6	30638464	30708251	212398
chr6	30872500	30924455	216204
chr6	31099907	31149500	225045
chr6	31340586	31359926	210426
chr6	31583614	31591439	231513
chr6	31816075	31831888	240449
chr6	32110044	32267225	205656
chr6	32345551	32506447	239222
chr6	32586311	32747341	240894
chr6	32807342	32991709	244368
chr6	33021629	33243237	251528
chr6	33242204	33243237	251528
